name,id,instance_name,source_name,guild_note,prio_note,officer_note,tier,tier_label,created_at,updated_at
"Furious Gladiator's Pendant of Salvation",42040,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Pendant of Subjugation",42038,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Pendant of Sundering",46373,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Pendant of Triumph",42034,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Pendant of Victory",42035,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Plate Gauntlets",40807,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Plate Legguards",40847,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Ringmail Gauntlets",41001,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Ringmail Leggings",41027,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Sabatons of Dominance",41075,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Sabatons of Salvation",41055,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Sabatons of Triumph",41230,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Satin Gloves",41940,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Satin Leggings",41927,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Scaled Gauntlets",40808,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Scaled Legguards",40849,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Silk Handguards",41971,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Silk Trousers",41959,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Slippers of Dominance",41903,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Slippers of Salvation",41885,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Waistguard of Dominance",41070,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Waistguard of Salvation",41051,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Waistguard of Triumph",41235,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Wristguards of Dominance",41065,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Wristguards of Salvation",41060,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Wristguards of Triumph",41225,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Wyrmhide Gloves",41293,"Vault of Archavon N25",Emalon,,,,,,,
"Furious Gladiator's Wyrmhide Legguards",41304,"Vault of Archavon N25",Emalon,,,,,,,
"Garona's Gauntlets of Triumph",48241,"Vault of Archavon N25",Koralon,,,,,,,
"Garona's Legplates of Triumph",48239,"Vault of Archavon N25",Koralon,,,,,,,
"Gul'dan's Gloves of Triumph",47803,"Vault of Archavon N25",Koralon,,,,,,,
"Gul'dan's Leggings of Triumph",47805,"Vault of Archavon N25",Koralon,,,,,,,
"Hellscream's Gauntlets of Triumph",48392,"Vault of Archavon N25",Koralon,,,,,,,
"Hellscream's Handguards of Triumph",48462,"Vault of Archavon N25",Koralon,,,,,,,
"Hellscream's Legguards of Triumph",48464,"Vault of Archavon N25",Koralon,,,,,,,
"Hellscream's Legplates of Triumph",48394,"Vault of Archavon N25",Koralon,,,,,,,
"Kel'Thuzad's Gloves of Triumph",47782,"Vault of Archavon N25",Koralon,,,,,,,
"Kel'Thuzad's Leggings of Triumph",47780,"Vault of Archavon N25",Koralon,,,,,,,
"Khadgar's Gauntlets of Triumph",47753,"Vault of Archavon N25",Koralon,,,,,,,
"Khadgar's Leggings of Triumph",47755,"Vault of Archavon N25",Koralon,,,,,,,
"Koltira's Gauntlets of Triumph",48499,"Vault of Archavon N25",Koralon,,,,,,,
"Koltira's Handguards of Triumph",48556,"Vault of Archavon N25",Koralon,,,,,,,
"Koltira's Legguards of Triumph",48554,"Vault of Archavon N25",Koralon,,,,,,,
"Koltira's Legplates of Triumph",48497,"Vault of Archavon N25",Koralon,,,,,,,
"Liadrin's Gauntlets of Triumph",48625,"Vault of Archavon N25",Koralon,,,,,,,
"Liadrin's Gloves of Triumph",48593,"Vault of Archavon N25",Koralon,,,,,,,
"Liadrin's Greaves of Triumph",48591,"Vault of Archavon N25",Koralon,,,,,,,
"Liadrin's Handguards of Triumph",48658,"Vault of Archavon N25",Koralon,,,,,,,
"Liadrin's Legguards of Triumph",48660,"Vault of Archavon N25",Koralon,,,,,,,
"Liadrin's Legplates of Triumph",48623,"Vault of Archavon N25",Koralon,,,,,,,
"Malfurion's Gloves of Triumph",48163,"Vault of Archavon N25",Koralon,,,,,,,
"Malfurion's Handgrips of Triumph",48212,"Vault of Archavon N25",Koralon,,,,,,,
"Malfurion's Handguards of Triumph",48133,"Vault of Archavon N25",Koralon,,,,,,,
"Malfurion's Leggings of Triumph",48135,"Vault of Archavon N25",Koralon,,,,,,,
"Malfurion's Legguards of Triumph",48210,"Vault of Archavon N25",Koralon,,,,,,,
"Malfurion's Trousers of Triumph",48165,"Vault of Archavon N25",Koralon,,,,,,,
"Nobundo's Gloves of Triumph",48317,"Vault of Archavon N25",Koralon,,,,,,,
"Nobundo's Grips of Triumph",48347,"Vault of Archavon N25",Koralon,,,,,,,
"Nobundo's Handguards of Triumph",48286,"Vault of Archavon N25",Koralon,,,,,,,
"Nobundo's Kilt of Triumph",48319,"Vault of Archavon N25",Koralon,,,,,,,
"Nobundo's Legguards of Triumph",48288,"Vault of Archavon N25",Koralon,,,,,,,
"Nobundo's War-Kilt of Triumph",48349,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Armwraps of Dominance",41641,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Armwraps of Salvation",41626,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Armwraps of Triumph",41841,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Band of Ascendancy",42118,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Band of Victory",42119,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Belt of Dominance",41631,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Belt of Salvation",41618,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Belt of Triumph",41833,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Boots of Dominance",41636,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Boots of Salvation",41622,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Boots of Triumph",41837,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Bracers of Salvation",40984,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Bracers of Triumph",40890,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Chain Gauntlets",41144,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Chain Leggings",41206,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cloak of Ascendancy",42078,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cloak of Deliverance",42080,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cloak of Dominance",42076,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cloak of Salvation",42079,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cloak of Subjugation",42077,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cloak of Triumph",42081,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cloak of Victory",42082,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cord of Dominance",41899,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cord of Salvation",41882,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cuffs of Dominance",41910,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Cuffs of Salvation",41894,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Dragonhide Gloves",41774,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Dragonhide Legguards",41668,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Dreadplate Gauntlets",40811,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Dreadplate Legguards",40851,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Felweave Handguards",42018,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Felweave Trousers",42006,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Girdle of Salvation",40978,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Girdle of Triumph",40883,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Greaves of Salvation",40979,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Greaves of Triumph",40884,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Kodohide Gloves",41288,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Kodohide Legguards",41299,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Leather Gloves",41768,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Leather Legguards",41656,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Linked Gauntlets",41138,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Linked Leggings",41200,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Mail Gauntlets",41008,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Mail Leggings",41034,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Mooncloth Gloves",41875,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Mooncloth Leggings",41865,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Ornamented Gloves",40928,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Ornamented Legplates",40940,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Pendant of Ascendancy",42044,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Pendant of Deliverance",42046,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Pendant of Dominance",42043,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Pendant of Salvation",42047,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Pendant of Subjugation",42045,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Pendant of Sundering",46374,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Pendant of Triumph",42041,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Pendant of Victory",42042,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Plate Gauntlets",40810,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Plate Legguards",40850,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Ringmail Gauntlets",41002,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Ringmail Leggings",41028,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Sabatons of Dominance",41076,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Sabatons of Salvation",41056,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Sabatons of Triumph",41231,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Satin Gloves",41941,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Satin Leggings",41928,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Scaled Gauntlets",40812,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Scaled Legguards",40852,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Silk Handguards",41972,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Silk Trousers",41960,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Treads of Dominance",41904,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Treads of Salvation",41886,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Waistguard of Dominance",41071,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Waistguard of Salvation",41052,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Waistguard of Triumph",41236,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Wristguards of Dominance",41066,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Wristguards of Salvation",41061,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Wristguards of Triumph",41226,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Wyrmhide Gloves",41294,"Vault of Archavon N25",Koralon,,,,,,,
"Relentless Gladiator's Wyrmhide Legguards",41305,"Vault of Archavon N25",Koralon,,,,,,,
"Runetotem's Gloves of Triumph",48182,"Vault of Archavon N25",Koralon,,,,,,,
"Runetotem's Handgrips of Triumph",48193,"Vault of Archavon N25",Koralon,,,,,,,
"Runetotem's Handguards of Triumph",48152,"Vault of Archavon N25",Koralon,,,,,,,
"Runetotem's Leggings of Triumph",48150,"Vault of Archavon N25",Koralon,,,,,,,
"Runetotem's Legguards of Triumph",48195,"Vault of Archavon N25",Koralon,,,,,,,
"Runetotem's Trousers of Triumph",48180,"Vault of Archavon N25",Koralon,,,,,,,
"Sanctified Ahn'Kahar Blood Hunter's Handguards",51154,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Ahn'Kahar Blood Hunter's Legguards",51152,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Bloodmage Gloves",51159,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Bloodmage Leggings",51157,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Crimson Acolyte Gloves",51179,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Crimson Acolyte Handwraps",51183,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Crimson Acolyte Leggings",51177,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Crimson Acolyte Pants",51181,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Dark Coven Gloves",51209,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Dark Coven Leggings",51207,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Frost Witch's Gloves",51201,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Frost Witch's Grips",51196,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Frost Witch's Handguards",51191,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Frost Witch's Kilt",51203,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Frost Witch's Legguards",51193,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Frost Witch's War-Kilt",51198,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lasherweave Gauntlets",51138,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lasherweave Gloves",51148,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lasherweave Handgrips",51144,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lasherweave Legguards",51142,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lasherweave Legplates",51136,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lasherweave Trousers",51146,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lightsworn Gauntlets",51163,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lightsworn Gloves",51169,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lightsworn Greaves",51168,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lightsworn Handguards",51172,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lightsworn Legguards",51171,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Lightsworn Legplates",51161,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Scourgelord Gauntlets",51128,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Scourgelord Handguards",51132,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Scourgelord Legguards",51131,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Scourgelord Legplates",51126,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Shadowblade Gauntlets",51188,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Shadowblade Legplates",51186,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Ymirjar Lord's Gauntlets",51213,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Ymirjar Lord's Handguards",51217,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Ymirjar Lord's Legguards",51216,"Vault of Archavon N25",Toravon,,,,,,,
"Sanctified Ymirjar Lord's Legplates",51211,"Vault of Archavon N25",Toravon,,,,,,,
"Sunstrider's Gauntlets of Triumph",47772,"Vault of Archavon N25",Koralon,,,,,,,
"Sunstrider's Leggings of Triumph",47770,"Vault of Archavon N25",Koralon,,,,,,,
"Thassarian's Gauntlets of Triumph",48482,"Vault of Archavon N25",Koralon,,,,,,,
"Thassarian's Handguards of Triumph",48539,"Vault of Archavon N25",Koralon,,,,,,,
"Thassarian's Legguards of Triumph",48541,"Vault of Archavon N25",Koralon,,,,,,,
"Thassarian's Legplates of Triumph",48484,"Vault of Archavon N25",Koralon,,,,,,,
"Thrall's Gloves of Triumph",48334,"Vault of Archavon N25",Koralon,,,,,,,
"Thrall's Grips of Triumph",48364,"Vault of Archavon N25",Koralon,,,,,,,
"Thrall's Handguards of Triumph",48301,"Vault of Archavon N25",Koralon,,,,,,,
"Thrall's Kilt of Triumph",48332,"Vault of Archavon N25",Koralon,,,,,,,
"Thrall's Legguards of Triumph",48303,"Vault of Archavon N25",Koralon,,,,,,,
"Thrall's War-Kilt of Triumph",48362,"Vault of Archavon N25",Koralon,,,,,,,
"Turalyon's Gauntlets of Triumph",48608,"Vault of Archavon N25",Koralon,,,,,,,
"Turalyon's Gloves of Triumph",48576,"Vault of Archavon N25",Koralon,,,,,,,
"Turalyon's Greaves of Triumph",48578,"Vault of Archavon N25",Koralon,,,,,,,
"Turalyon's Handguards of Triumph",48640,"Vault of Archavon N25",Koralon,,,,,,,
"Turalyon's Legguards of Triumph",48638,"Vault of Archavon N25",Koralon,,,,,,,
"Turalyon's Legplates of Triumph",48610,"Vault of Archavon N25",Koralon,,,,,,,
"Valorous Bonescythe Breastplate",40495,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Bonescythe Gauntlets",40496,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Bonescythe Legplates",40500,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Cryptstalker Handguards",40504,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Cryptstalker Legguards",40506,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Cryptstalker Tunic",40503,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreadnaught Battleplate",40525,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreadnaught Breastplate",40544,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreadnaught Gauntlets",40527,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreadnaught Handguards",40545,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreadnaught Legguards",40547,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreadnaught Legplates",40529,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreamwalker Gloves",40466,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreamwalker Handgrips",40472,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreamwalker Handguards",40460,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreamwalker Leggings",40462,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreamwalker Legguards",40493,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreamwalker Raiments",40471,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreamwalker Robe",40463,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreamwalker Trousers",40468,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Dreamwalker Vestments",40469,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Earthshatter Chestguard",40523,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Earthshatter Gloves",40515,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Earthshatter Grips",40520,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Earthshatter Handguards",40509,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Earthshatter Hauberk",40514,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Earthshatter Kilt",40517,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Earthshatter Legguards",40512,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Earthshatter Tunic",40508,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Earthshatter War-Kilt",40522,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Frostfire Gloves",40415,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Frostfire Leggings",40417,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Frostfire Robe",40418,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Gloves of Faith",40445,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Handwraps of Faith",40454,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Leggings of Faith",40448,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Pants of Faith",40457,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Plagueheart Gloves",40420,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Plagueheart Leggings",40422,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Plagueheart Robe",40423,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Raiments of Faith",40458,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Redemption Breastplate",40579,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Redemption Chestpiece",40574,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Redemption Gauntlets",40575,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Redemption Gloves",40570,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Redemption Greaves",40572,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Redemption Handguards",40580,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Redemption Legguards",40583,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Redemption Legplates",40577,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Redemption Tunic",40569,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Robe of Faith",40449,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Scourgeborne Battleplate",40550,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Scourgeborne Chestguard",40559,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Scourgeborne Gauntlets",40552,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Scourgeborne Handguards",40563,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Scourgeborne Legguards",40567,"Vault of Archavon N25",Archavon,,,,,,,
"Valorous Scourgeborne Legplates",40556,"Vault of Archavon N25",Archavon,,,,,,,
"VanCleef's Gauntlets of Triumph",48224,"Vault of Archavon N25",Koralon,,,,,,,
"VanCleef's Legplates of Triumph",48226,"Vault of Archavon N25",Koralon,,,,,,,
"Velen's Gloves of Triumph",47983,"Vault of Archavon N25",Koralon,,,,,,,
"Velen's Handwraps of Triumph",48077,"Vault of Archavon N25",Koralon,,,,,,,
"Velen's Leggings of Triumph",47985,"Vault of Archavon N25",Koralon,,,,,,,
"Velen's Pants of Triumph",48079,"Vault of Archavon N25",Koralon,,,,,,,
"Windrunner's Handguards of Triumph",48273,"Vault of Archavon N25",Koralon,,,,,,,
"Windrunner's Handguards of Triumph",48256,"Vault of Archavon N25",Koralon,,,,,,,
"Windrunner's Legguards of Triumph",48258,"Vault of Archavon N25",Koralon,,,,,,,
"Windrunner's Legguards of Triumph",48271,"Vault of Archavon N25",Koralon,,,,,,,
"Wrathful Gladiator's Armwraps of Dominance",51345,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Armwraps of Salvation",51342,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Armwraps of Triumph",51370,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Band of Dominance",51336,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Band of Triumph",51358,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Belt of Dominance",51343,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Belt of Salvation",51340,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Belt of Triumph",51368,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Boots of Dominance",51344,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Boots of Salvation",51341,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Boots of Triumph",51369,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Bracers of Salvation",51361,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Bracers of Triumph",51364,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Chain Gauntlets",51459,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Chain Leggings",51461,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cloak of Ascendancy",51334,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cloak of Deliverance",51348,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cloak of Dominance",51330,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cloak of Salvation",51346,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cloak of Subjugation",51332,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cloak of Triumph",51354,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cloak of Victory",51356,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cord of Dominance",51327,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cord of Salvation",51365,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cuffs of Dominance",51329,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Cuffs of Salvation",51367,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Dragonhide Gloves",51426,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Dragonhide Legguards",51428,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Dreadplate Gauntlets",51414,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Dreadplate Legguards",51416,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Felweave Handguards",51537,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Felweave Trousers",51539,"Vault of Archavon N25",Toravon,,,,,,,
"Wrathful Gladiator's Girdle of Salvation",51359,"Vault of Archavon N25",Toravon,,,,,,,
